Updated at 19:42:44,Price Close,,,,,,,,,,,,
,SPY,IWM,VEA,VWO,IEF.O,LQD,HYG,TIP,VNQ,PSP,WOOD.O,IGF.O,
5/15/2019,285.06,154.04,40.65,40.95,106.89,119.43,85.71,113.82,87.68,59.2,59.3,44.8575,
5/16/2019,287.7,155,40.9,40.85,106.68,119.24,85.97,113.64,88.03,59.65,59.27,45.01,
5/17/2019,285.84,152.84,40.67,40.07,106.73,119.25,85.94,113.53,87.86,59.45,58.8,45.07,
5/20/2019,283.95,151.78,40.49,39.93,106.55,118.97,85.86,113.38,86.59,59.25,57.69,44.91,
5/21/2019,286.51,153.82,40.77,40.47,106.43,119.07,86.13,113.44,87.33,59.4,58.1159,45.2,
5/22/2019,285.63,152.53,40.61,40.3,106.75,119.22,86.2,113.48,87.59,59.25,57.8218,45.19,
5/23/2019,282.14,149.39,40.2,39.79,107.4,119.48,85.77,113.72,87.79,58.2,56.52,45.2,
5/24/2019,282.78,150.79,40.62,39.85,107.37,119.73,85.65,113.91,88.06,58.45,56.65,45.45,
5/28/2019,280.15,149.59,40.27,39.97,107.84,119.81,85.57,113.97,87.19,57.95,55.97,45.02,
5/29/2019,278.27,148.34,40,40.31,107.8,119.86,85.34,114.17,86.03,57.75,55.38,44.63,
5/30/2019,279.03,147.93,40.15,40.49,108.19,120.55,85.52,114.55,86.39,58.05,55.2,44.71,
5/31/2019,275.27,145.86,39.84,40.64,108.91,120.83,84.9,115.27,86.89,57.25,55,44.71,
6/3/2019,274.57,146.37,40,40.88,109.22,120.83,84.65,114.94,87.1,57.15,55.38,44.93,
6/4/2019,280.53,150.16,40.52,40.89,108.82,120.87,85.5,114.71,86.71,58.1,56.5717,45.38,
6/5/2019,282.96,150.19,40.5,40.59,108.82,120.79,85.7,114.78,88.52,58.3,56.69,45.75,
6/6/2019,284.8,149.8,40.67,40.58,108.8,121.02,85.88,114.71,88.69,58.25,56.6296,45.97,
6/7/2019,287.65,150.86,41.15,40.87,109.23,121.56,86.1,115.13,89.02,58.9,57.15,46.26,
6/10/2019,288.97,151.75,41.26,41.25,108.685,121.12,86.23,114.51,88.73,59.15,57.22,46.21,
6/11/2019,288.9,151.3,41.46,41.68,108.685,121.23,86.35,114.36,88.97,59.45,58.2,46.24,
6/12/2019,288.39,151.47,41.13,41.23,108.97,121.41,86.15,114.42,89.27,59.15,58.54,46.18,
6/13/2019,289.58,153.07,41.15,41.27,109.24,121.72,86.35,114.46,89.65,59.3,59.48,46.39,
6/14/2019,289.26,151.73,40.87,40.76,109.32,121.77,86.29,114.28,89.7,59,59.34,46.3,
6/17/2019,289.37,152.24,40.45,40.65,109.3,121.83,86.16,114.06,90.66,58.95,57.92,45.33,
6/18/2019,292.4,154.01,41.01,41.57,109.51,122.64,86.76,114.53,90.57,59.35,58.8623,45.85,
6/19/2019,293.06,154.56,41.24,41.86,109.81,123.42,87.17,115.19,91.06,60,59.26,46.19,
6/20/2019,295.86,155.29,41.64,42.51,109.99,124.09,87.61,115.84,91.52,60.45,59.54,46.81,
6/21/2019,294,153.95,41.49,42.34,109.54,123.64,87.33,115.32,90.23,60.2,59.486,46.74,
6/24/2019,293.64,152.08,41.55,42.37,109.92,123.95,87.32,115.54,89.92,59.25,58.6,46.76,
6/25/2019,290.76,151.15,41.33,41.91,110.09,123.58,86.95,115.34,88.59,58.65,59.04,46.3,
6/26/2019,290.47,150.8,41.38,42.32,109.64,123.33,86.91,115.23,86.82,58.9,59.0206,46,
6/27/2019,291.5,153.63,41.48,42.56,109.97,124.05,87.15,115.45,87.1,59.125,59.2891,45.99,
6/28/2019,293,155.5,41.71,42.53,110.02,124.37,87.18,115.49,87.4,59.7,59.96,46.2,
7/1/2019,295.66,156.1,41.9,43.14,109.69,124.25,86.82,114.64,87.36,60.1,60.4075,46.06,
7/2/2019,296.43,155.15,42.03,43.08,110.08,124.59,87.01,114.7,88.88,60.4,60.62,46.33,
7/3/2019,298.8,156.26,42.25,43.13,110.29,124.93,87.34,115,89.94,60.8,60.99,46.93,
7/5/2019,298.46,156.68,41.96,42.83,109.59,123.83,86.99,114.65,89.62,60.55,60.96,46.69,
7/8/2019,296.82,155.19,41.71,42.66,109.48,123.66,86.82,114.67,89.94,60.05,60.29,46.49,
7/9/2019,297.19,155.4,41.51,42.55,109.41,123.4,86.72,114.79,90.24,59.9,58.88,46.51,
7/10/2019,298.61,155.67,41.69,42.83,109.47,123.68,86.96,114.99,90.76,60.35,59.0911,46.74,
7/11/2019,299.31,154.91,41.7,42.74,108.93,122.95,86.79,114.63,89.58,60.275,58.57,46.97,
7/12/2019,300.65,156.11,41.75,42.74,109.05,123.07,86.93,114.83,89.46,60.4,58.85,46.91,
7/15/2019,300.75,155.29,41.79,42.94,109.28,123.28,86.99,115.12,89.39,60.45,58.46,46.82,
7/16/2019,299.71,155.24,41.6,42.86,109.04,123.02,86.81,114.93,89.18,60,58.47,46.47,
7/17/2019,297.74,154.13,41.52,42.76,109.55,123.67,86.7,115.17,88.88,59.9,57.9,46.6,
7/18/2019,298.83,154.71,41.64,43.03,109.82,123.96,86.74,115.41,88.88,59.95,57.78,46.72,
7/19/2019,297.17,153.82,41.58,42.75,109.62,123.77,86.59,115.23,87.43,59.75,57.72,46.44,
7/22/2019,297.9,153.68,41.62,42.7,109.67,124.15,86.88,115.26,87.35,60.05,57.46,46.33,
7/23/2019,300.03,154.7,41.86,42.7,109.49,124.22,87.03,115.23,88.34,60.55,58.6,46.11,
7/24/2019,301.44,157.26,41.87,42.83,109.65,124.57,87.1,115.26,88.41,61.1,59.27,46.11,
7/25/2019,300,155.36,41.45,42.58,109.46,124.17,86.98,115.07,87.89,60.85,58.63,45.72,
7/26/2019,302.01,157.2,41.57,42.62,109.44,124.34,87.17,114.99,88.29,60.85,59.03,45.72,
7/29/2019,301.46,156.15,41.56,42.61,109.54,124.26,87.04,114.89,88.53,60.6,58.56,45.79,
7/30/2019,300.72,157.84,41.12,42.19,109.59,124.22,87.08,115.06,89.24,60.25,58.28,45.47,
7/31/2019,297.43,156.56,40.86,41.76,109.87,124.33,86.93,115.24,88.89,59.5,57.51,45.25,
8/1/2019,294.84,154.29,40.7,41,110.92,124.99,86.52,115.39,88.89,59,56.22,45.29,
8/2/2019,292.62,152.58,40.38,40.61,111.15,125.12,86.39,115.47,89.32,58.45,55.3,45.21,
8/5/2019,283.82,148,39.35,39.18,112.11,125.21,85.49,115.87,87.56,57,54.22,44.3,
8/6/2019,287.8,149.36,39.62,39.8,112.29,125.99,86.04,116.3,88.53,57.65,53.85,44.5,
8/7/2019,287.97,149.32,39.78,39.97,112.29,125.97,86.03,116.36,89.39,58.25,53.86,44.96,
8/8/2019,293.62,152.54,40.19,40.49,112.3,126.31,86.37,116.66,90.96,58.85,54.31,45.18,
8/9/2019,291.62,150.62,39.9,40.09,112.13,125.94,86.25,116.54,90.85,58.3,53.62,45.18,
8/12/2019,288.07,148.67,39.56,39.64,112.84,126.73,85.95,117.01,90.61,57.55,53.76,44.9,
8/13/2019,292.55,150.27,39.95,40.11,112.44,126.63,86.33,116.82,90.74,57.8,54.59,45.17,
8/14/2019,283.9,146.07,38.87,39,113.19,127,85.56,117.04,89.36,56.6,52.98,44.02,
8/15/2019,284.65,145.49,38.95,39.22,113.91,127.62,85.81,117.56,90.25,56.45,53.09,44.4,
8/16/2019,288.85,148.63,39.41,39.74,113.61,127.85,86.1,117.22,91.18,57.4,54.35,44.86,
8/19/2019,292.33,150.13,39.65,39.87,113.07,127.43,86.35,116.78,91.84,57.75,54.36,45.28,
8/20/2019,290.09,149.15,39.54,39.94,113.57,128.17,86.42,116.93,91.19,57.8,54.15,45.13,
8/21/2019,292.45,150.38,39.87,40.25,113.27,128.4,86.79,116.81,91.57,58.4,54.62,45.43,
8/22/2019,292.36,150.03,39.73,39.84,113.02,127.93,86.95,116.71,91.99,58.65,54.41,45.17,
8/23/2019,284.85,145.43,39.24,39.27,113.78,128.4,86.55,117.38,90.7,57.8,53.27,44.68,
8/26/2019,288,147.03,39.58,39.52,113.67,128.41,86.98,117.25,91.4,58.15,53.55,45,
8/27/2019,286.87,144.85,39.57,39.54,114.16,129.1,86.94,117.8,91.14,58.15,53.39,45.16,
8/28/2019,288.89,146.54,39.58,39.69,114.2,129.1,87.15,118.03,91.44,58.225,53.87,45.07,
8/29/2019,292.58,149.11,39.89,40.15,113.98,128.82,87.24,118.1,92.15,58.7,54.91,45.46,
8/30/2019,292.45,148.84,40.09,40.4,114.01,128.8,87.16,117.65,92.22,58.85,55.58,45.46,
9/3/2019,290.74,146.66,39.93,40.19,114.07,128.33,86.54,117.45,93.14,58.7,54.7812,45.62,
9/4/2019,294.04,147.84,40.49,40.85,114.25,128.57,86.72,117.74,93.92,60,55.52,46.29,
9/5/2019,297.82,150.59,40.82,41.16,113.33,127.63,87.06,117.21,93.24,60.6,56.39,46.26,
9/6/2019,298.05,149.9,40.91,41.29,113.4,128.09,87.14,117.31,93.45,60.8,56.88,46.35,
9/9/2019,298.2,151.91,40.99,41.4,112.7,127.15,87.23,116.71,93,61.005,57.23,46.02,
9/10/2019,298.13,153.85,41.11,41.4,111.88,126.08,87.28,116.04,92.04,60.6,58.29,45.94,
9/11/2019,300.25,157,41.36,41.71,111.77,125.98,87.27,115.91,92.14,60.8,59.53,46.09,
9/12/2019,301.29,157.04,41.58,41.97,111.52,125.81,87.32,115.82,92.63,61.3,59.41,46.07,
9/13/2019,301.09,157.31,41.77,42.19,110.5,124.68,87.16,115.14,91.64,61.7,60,45.89,
9/16/2019,300.16,157.9,41.47,41.85,110.98,125.31,87.47,115.83,92.44,61.2,59.94,45.39,
9/17/2019,300.92,157.49,41.63,41.9,111.27,125.63,87.52,115.98,93.44,61.6,59.5,45.98,
9/18/2019,301.1,156.52,41.52,41.69,111.31,125.94,87.47,115.62,93.12,61.1,59.41,46.09,
9/19/2019,301.08,155.76,41.69,41.43,111.36,126.3,87.37,115.85,93.45,61.5,58.89,46.25,
9/20/2019,298.28,155.43,41.6,41.5,112,127.17,87.48,116.49,93.45,61.5,58.3891,46.15,
9/23/2019,298.21,155.31,41.54,41.65,112.16,127.08,87.44,116.65,93.6,60.45,58.26,46.28,
9/24/2019,295.87,152.43,41.09,40.63,112.72,127.48,87.32,116.91,92.65,59.9,57.92,46.43,
9/25/2019,297.62,154.1,41.02,40.67,111.98,126.76,87.23,116.3,92.83,59.7,58.46,46.15,
9/26/2019,297,152.38,41.11,40.65,112.22,127.03,87.17,116.37,93.61,59.9,58.29,46.48,
9/27/2019,295.4,151.16,40.93,40.14,112.38,127.06,87.07,116.19,93.09,59.25,58.45,46.24,
9/30/2019,296.77,151.34,41.08,40.26,112.47,127.48,87.17,116.29,93.25,59.1,58.64,46.47,
10/1/2019,293.24,148.37,40.71,39.98,112.61,127.29,86.62,116.32,92.37,58.15,57.99,46.29,
10/2/2019,288.06,147.25,39.9,39.79,113,127.24,86.11,116.32,91.98,57.05,57.07,45.69,
10/3/2019,290.42,147.74,40.18,40.27,113.59,127.74,86.16,116.69,92.87,57.25,57.119,45.95,
10/4/2019,294.35,149.14,40.49,40.46,113.81,128.27,86.43,117.05,93.43,57.8,57.61,46.31,
10/7/2019,293.08,148.88,40.44,40.15,113.43,127.62,86.36,116.73,93.23,57.5,57.5531,46.18,
10/8/2019,288.53,146.46,40.06,39.81,113.67,127.51,86.04,116.62,92.74,56.95,56.92,45.73,
10/9/2019,291.27,147.13,40.38,40.11,113.38,127.56,86.3,116.38,92.92,57.45,57.75,46.3,
10/10/2019,293.24,147.72,40.64,40.54,112.67,126.81,86.41,116.01,93.07,57.85,58.49,46.42,
10/11/2019,296.28,150.22,41.33,41.08,111.9,126.58,86.77,115.65,93.03,58.85,59.62,46.72,
10/14/2019,295.95,149.67,41.18,40.99,112.21,127,86.83,115.84,93.07,58.5,59.6,46.41,
10/15/2019,298.88,151.39,41.64,41.27,111.67,126.66,87.02,115.45,93.19,59.3,60.21,46.61,
10/16/2019,298.4,151.55,41.67,41.38,111.89,126.8,86.95,115.63,93.2,59.4,60.52,46.52,
10/17/2019,299.28,153.34,41.78,41.51,111.85,126.98,87.07,115.79,93.81,59.9,60.139,46.75,
10/18/2019,297.97,152.61,41.73,41.4,111.95,127.14,87.09,115.97,94.53,59.65,61.15,46.84,
10/21/2019,299.99,154.04,41.99,41.7,111.54,126.85,87.12,115.6,95.25,60.05,62,46.95,
10/22/2019,299.01,154.21,41.89,41.67,111.8,127.07,87.14,115.95,94.97,59.8,62.38,47.05,
10/23/2019,299.88,154.4,42.09,41.69,111.84,127.14,87.22,116.03,95.18,60.05,63.01,47,
10/24/2019,300.37,154.18,42.16,41.74,111.82,127.42,87.32,116.1,94.94,60.25,62.84,47.25,
10/25/2019,301.6,155,42.19,41.93,111.58,127.2,87.39,116.12,94.13,60.25,63.6,47.04,
10/28/2019,303.3,156.34,42.38,42.26,111.16,126.82,87.38,115.56,93.56,60.6,63.9,46.89,
10/29/2019,303.21,156.85,42.33,42.02,111.26,126.49,87.22,115.27,94.13,60.85,63.19,46.78,
10/30/2019,304.14,156.33,42.5,42.18,111.8,126.94,87.11,115.7,94.47,60.75,63.76,46.86,
10/31/2019,303.33,155.45,42.4,41.85,112.51,127.71,86.81,116.06,94.3,60.65,62.97,47.17,
11/1/2019,306.14,158.1,42.78,42.5,112.13,127.49,86.82,116.21,94.28,61.35,64.25,47.63,
11/4/2019,307.37,158.95,43.01,42.81,111.56,126.89,87,116.13,93.62,61.5,65.49,47.42,
11/5/2019,307.03,159.15,43,43.02,110.96,126.16,86.91,115.91,92.03,61.45,65.47,47.07,
11/6/2019,307.1,158.23,42.96,42.95,111.28,126.87,86.81,116.28,92.23,61.25,65.03,46.84,
11/7/2019,308.18,158.65,43.15,43.24,110.39,125.88,86.77,115.63,91.31,61.25,65.5001,46.68,
11/8/2019,308.94,159.08,43.06,42.85,110.24,125.71,86.85,115.56,91.09,61.2,65.15,46.67,
11/11/2019,308.35,158.78,43.02,42.61,110.36,125.75,86.8,115.62,91.29,61.35,65.19,46.5,
11/12/2019,309,158.83,43.03,42.29,110.41,125.87,86.82,115.6,90.6,61.8,65.1,46.46,
11/13/2019,309.1,158.15,42.89,42.02,110.71,126.17,86.73,115.7,91.43,61.55,64.9687,46.77,
11/14/2019,309.55,158.1,42.86,42,111.27,126.83,86.68,115.97,92.14,61.5,64.87,46.69,
11/15/2019,311.79,158.92,43.12,42.28,111.18,126.85,86.94,115.83,92.64,61.75,65.46,47.08,
11/18/2019,312.02,158.52,43.17,42.27,111.37,126.99,86.83,116.06,93.09,61.775,65.5559,47.15,
11/19/2019,311.93,159.11,43.09,42.42,111.58,127.24,86.52,116.27,93.25,62,65.62,47.12,
11/20/2019,310.77,158.51,42.83,42.26,111.99,127.42,86.34,116.72,93.2,61.75,65.0256,47.1,
11/21/2019,310.27,157.73,42.77,42.31,111.71,127.12,86.36,116.46,91.89,61.65,64.57,46.9,
11/22/2019,310.96,158.22,42.82,42.23,111.69,127.47,86.69,116.5,91.55,61.7,64.75,46.9,
11/25/2019,313.37,161.58,43.15,42.61,111.74,127.91,86.92,116.63,91.84,62.3,65.13,46.9,
11/26/2019,314.08,161.69,43.18,42.44,111.95,128.24,87.02,116.88,93.06,62.65,65.185,47.02,
11/27/2019,315.48,162.83,43.3,42.57,111.66,128.23,87.13,116.65,93.5,62.95,65.6,47.15,
11/29/2019,314.31,161.77,42.97,42.06,111.57,127.97,86.94,116.38,93.07,62.7,64.8556,46.81,
12/2/2019,311.64,160.19,42.78,42.07,111.01,127.07,86.54,116.11,91.66,62.35,64.85,46.36,
12/3/2019,309.55,159.68,42.62,41.9,112,128.05,86.42,116.83,92.25,61.9,64.4,46.41,
12/4/2019,311.46,160.78,42.99,42.27,111.57,127.88,86.68,116.75,92.63,62.45,65.02,46.68,
12/5/2019,312.02,160.94,42.95,42.49,111.31,127.74,86.81,116.58,92.68,62.8,65.01,46.66,
12/6/2019,314.87,162.82,43.32,42.65,110.97,127.67,86.93,116.5,92.87,63,65.74,46.91,
12/9/2019,313.88,162.51,43.09,42.49,111.06,127.65,86.93,116.53,93.05,63.05,65.44,46.77,
12/10/2019,313.53,162.61,43.13,42.58,110.93,127.65,87.14,116.5,92.51,63.15,65.02,46.95,
12/11/2019,314.42,162.56,43.37,43.15,111.39,128.15,87.32,116.91,91.57,63.3,65.6216,47.4,
12/12/2019,317.13,163.96,43.71,43.74,110.51,127.56,87.52,116.34,90.33,63.5,66.03,47.44,
12/13/2019,317.32,163.33,43.96,43.69,111.16,128.39,87.61,116.81,90.35,63.85,66,47.72,
12/16/2019,319.5,163.88,44.4,44.06,110.64,128.1,87.78,116.54,91,64.75,66.67,47.42,
12/17/2019,319.57,164.7,44.24,44.39,110.65,128,88.05,116.7,90.14,64.55,66.51,47.62,
12/18/2019,319.59,165.02,44.13,44.63,110.35,127.91,88.21,116.57,90.27,64.45,66.4364,47.66,
12/19/2019,320.9,165.73,44.17,44.66,110.28,127.7,87.85,116.65,91.07,64.7,66.5215,47.67,
12/20/2019,320.73,165.97,44.24,44.7,110.28,127.66,87.72,116.59,91.57,64.85,67.1,47.97,
12/23/2019,321.22,166.3,43.86,44.22,110.18,127.72,87.76,116.39,91.11,63.1,66.91,47.78,
12/24/2019,321.23,166.68,43.82,44.18,110.37,127.85,87.83,116.53,91.35,63.175,66.77,47.86,
12/26/2019,322.94,166.68,44.02,44.55,110.53,128.08,87.96,116.61,91.75,63.6,67.03,47.99,
12/27/2019,322.86,165.86,44.14,44.61,110.69,128.26,87.92,116.65,92.04,63.8,67.01,48.08,
12/30/2019,321.08,165.44,43.82,44.36,110.62,128.49,87.86,116.69,92.13,63.55,66.89,47.78,
12/31/2019,321.86,165.67,44.06,44.47,110.22,127.96,87.94,116.57,92.79,63.95,67,47.91,
1/2/2020,324.87,165.78,44.42,45.53,110.73,128.23,88.31,117.14,91.7,64.2,66.815,47.82,
1/3/2020,322.41,165.13,43.88,44.72,111.47,128.67,88.22,117.68,92.27,63.85,66.27,47.52,
1/6/2020,323.64,165.35,44.03,44.64,111.35,128.24,88.13,117.38,92.38,63.75,66.145,47.68,
1/7/2020,322.73,164.8,43.96,44.62,111.19,127.91,88.05,117.02,91.35,63.65,66.12,47.56,
1/8/2020,324.45,165.31,44.02,44.82,110.93,127.73,88.13,116.91,91.63,63.75,66.12,47.78,
1/9/2020,326.65,165.51,44.2,45.05,111.01,128.34,88.36,116.9,91.58,64.05,66.07,47.86,
1/10/2020,325.71,164.89,44.05,45.27,111.25,128.7,88.39,117.25,92.28,63.85,65.89,47.97,
1/13/2020,327.95,165.96,44.31,45.89,111.12,128.39,88.39,117.23,93.39,64.15,66.4966,48.3,
1/14/2020,327.45,166.57,44.34,45.68,111.34,128.55,88.38,117.39,93.04,64.05,66.22,48.41,
1/15/2020,328.19,167.37,44.31,45.39,111.62,128.83,88.4,117.48,93.88,64.25,65.78,48.78,
1/16/2020,330.92,169.53,44.55,45.62,111.39,129.01,88.43,117.29,94.63,65,66.18,49.02,
1/17/2020,331.95,169.07,44.66,45.91,111.3,128.99,88.36,117.1,94.72,65.2,66.44,49.19,
1/21/2020,331.3,167.67,44.3,44.77,111.74,129.61,88.17,117.48,95.62,65.25,65.75,48.89,
1/22/2020,331.34,167.56,44.41,45.04,111.76,129.68,88.33,117.4,94.98,65.7,66.16,48.96,
1/23/2020,331.72,167.45,44.3,44.63,112.04,129.85,88.06,117.64,95.78,65.3,65.9,49.1,
1/24/2020,328.77,165.39,44.13,44.29,112.44,130.07,87.69,117.9,95.45,64.9,65.23,49.01,
1/27/2020,323.5,163.51,43.2,42.8,113.2,130.32,87.1,118.17,94.99,63.95,63.22,48.34,
1/28/2020,326.89,164.87,43.57,43.16,112.82,130.25,87.85,117.99,95.37,64.45,64,48.9,
1/29/2020,326.62,163.93,43.58,43.36,113.36,130.67,87.8,118.42,95.02,64.65,63.67,48.94,
1/30/2020,327.68,163.93,43.48,42.77,113.47,130.75,87.89,118.55,95.09,64.5,63.69,48.95,
1/31/2020,321.73,160.53,42.74,42.01,114.04,131.09,87.53,119.06,93.93,64.1,62.45,48.5,
2/3/2020,324.12,162.32,42.89,42.31,113.79,130.65,87.15,118.65,94.24,64.15,62.54,48.7,
2/4/2020,329.06,164.77,43.58,43.32,113.13,130.33,87.67,118.14,95.21,65.2,63.4115,49.02,
2/5/2020,332.86,167.31,44,43.56,112.64,130.25,88.03,117.79,95.27,65.4,65.04,49.31,
2/6/2020,333.98,166.93,44.15,43.54,112.72,130.19,88.1,118.01,95.59,65.25,64.32,49.28,
2/7/2020,332.2,164.88,43.72,42.95,113.26,130.69,87.97,118.49,95.57,64.75,63.22,48.99,
2/10/2020,334.68,165.81,43.82,43.22,113.48,131,88.09,118.67,96.64,65.25,63.37,49.05,
2/11/2020,335.26,166.96,44.12,43.77,113.21,130.81,88.15,118.32,97.37,65.6,64.44,49.42,
2/12/2020,337.42,168.11,44.3,44.33,112.92,130.75,88.38,118.2,97.95,65.65,65.61,49.42,
2/13/2020,337.06,168.55,43.98,43.86,113.02,130.66,88.41,118.45,98.54,65.6,65.41,49.39,
2/14/2020,337.6,167.9,43.95,43.77,113.3,130.98,88.4,118.54,99.56,65.7,65.1,49.74,
2/18/2020,336.73,167.54,43.65,43.62,113.48,131.23,88.22,118.8,99.45,65.35,64.13,49.85,
2/19/2020,338.34,168.4,43.83,43.98,113.46,131.05,88.26,118.75,98.11,65.625,64.38,49.85,
2/20/2020,336.95,168.81,43.51,43.38,113.79,131.49,88.41,118.98,99.28,65.55,65.08,49.67,
2/21/2020,333.48,167.1,43.31,43.22,114.25,131.75,88.33,119.2,99.57,65.15,65.08,49.61,
2/24/2020,322.42,162.07,41.62,41.7,115.14,131.77,87.38,119.75,98.21,62.5,62.25,48.21,
2/25/2020,312.65,156.31,40.91,41.37,115.46,131.9,86.77,119.55,95.55,60.85,60.27,47.06,
2/26/2020,311.5,154.5,40.94,41.63,115.4,131.41,86.86,119.49,94.52,60.6,60.26,46.78,
2/27/2020,297.51,149.06,39.69,40.63,115.96,130.71,85.69,119.84,89.49,58.45,57.9634,45.06,
2/28/2020,296.26,146.33,39.47,40.52,117.26,132.18,86.04,120.03,87.33,57.65,57.43,44.14,
3/2/2020,309.09,151.03,39.99,41.3,117.04,131.7,86.31,120.31,91.06,59.1,58.96,45.52,
3/3/2020,300.24,147.95,39.67,41.1,118.4,133.2,85.94,121.53,90.85,58.45,58.4131,45,
3/4/2020,312.86,152.16,40.76,41.68,118.14,133.39,87.12,121.35,94.28,59.85,60.62,46.88,
3/5/2020,302.46,147.32,39.69,40.88,119.19,133.34,86.02,121.73,92.26,57.95,58.4362,45.48,
3/6/2020,297.46,144.4,39.11,40.11,120.4,134.27,85.05,122.54,90.67,56.55,57.23,44.93,
3/9/2020,274.23,130.36,35.93,37.12,121.48,131.01,81.39,120.02,83.68,51.15,52.22,40.38,
3/10/2020,288.42,134.43,37.27,38.99,119.25,128.06,82.64,116.58,86.54,53.25,54.4,41.11,
3/11/2020,274.36,125.88,35.33,37.3,118.06,123.85,80.84,113.94,81.34,50.6,50.3197,38.97,
3/12/2020,248.11,111.97,31.38,33.55,118.12,117.94,77.61,113.67,73.1,44.3,43.8183,33.81,
3/13/2020,269.32,119.47,33.36,35.9,117.35,123.05,80.05,114.12,79.48,47.1,49.09,35.97,
3/16/2020,239.85,103.62,29.75,31.56,120.45,121.3,75.65,113.33,65.39,42.2,42.4329,31.25,
3/17/2020,252.8,108.37,31.1,33.54,117.43,116.33,76.36,110.16,69.17,40.5,45.5,33.12,
3/18/2020,240,99.97,29.25,30.81,115.8,110.51,72.99,108.81,62.59,35.5,40.99,30.77,
3/19/2020,240.51,103.87,29.68,30.98,116.18,105.05,71.35,110.92,62.81,37.1,43.1509,30.61,
3/20/2020,228.8,101.4,29.41,31.12,119.14,106.74,69.75,115.86,59.68,36.15,41.61,30.2,
3/23/2020,222.95,99.9,28.78,30.46,120.55,114.63,68.63,118.04,56.91,33.85,39.88,28.86,
3/24/2020,243.15,109.04,31.34,32.38,119.73,116.98,71.46,118.11,62.03,37.45,43.85,31.58,
3/25/2020,246.79,109.97,32.47,33.44,119.8,122.58,73.47,119.25,65.37,39.8,46.04,32.91,
3/26/2020,261.2,116.81,33.85,34.79,120.09,122.68,76.83,119.86,69.98,42.4,47.5,35.1,
3/27/2020,253.42,112.56,32.81,32.91,120.98,122.43,77.03,120.25,70.05,41.45,46.18,34.13,
3/30/2020,261.65,115.04,33.48,33.39,121.26,123.92,77.69,118.34,71.58,40.95,47.57,34.54,
3/31/2020,257.75,114.46,33.34,33.55,121.48,123.51,77.07,117.92,69.85,40.64,48.12,34.15,
4/1/2020,246.15,106.66,31.86,32.36,121.83,121.41,74.58,118.46,65.26,38.85,45.1974,32.13,
4/2/2020,251.83,107.67,32.47,33.31,121.85,121.73,75.16,120.27,65.48,38.75,46.1166,33.02,
4/3/2020,248.19,104.62,31.83,32.67,121.94,121.1,73.55,121.33,64.53,37.75,44.6128,32.1,
4/6/2020,264.86,112.63,33.54,34.28,121.39,123.49,75.34,121.25,69.31,40.65,47.66,34.01,
4/7/2020,265.13,112.92,33.73,34.48,120.85,123.68,75.34,121.17,69.95,41.75,47.6882,33.9,
4/8/2020,274.03,118.07,34.05,34.88,120.7,125.91,77.3,120.34,74.72,43.2,49.84,35.04,
4/9/2020,278.2,123.72,34.78,34.82,120.96,131.83,82.36,121.53,78.91,44.75,51.15,36.63,
4/13/2020,275.66,120.37,34.5,34.95,120.7,130.55,81.18,121.75,75.59,44.5,50.27,36.32,
4/14/2020,283.79,122.81,35.12,35.65,120.86,129.91,81.52,122.11,77.71,44.8,50.54,37.06,
4/15/2020,277.76,117.8,33.98,34.86,121.94,130.78,80.76,122.24,74.63,43.05,48.6,35.64,
4/16/2020,279.1,116.91,34.02,35.06,122.07,130.13,80.68,121.18,73.78,43.25,47.9,35.39,
4/17/2020,286.64,122.06,34.98,35.63,121.75,130.56,81.09,120.6,76.11,44.25,49.62,36.76,
4/20/2020,281.59,120.62,34.47,35.37,122.07,129.82,79.87,120.23,73.28,43.8,48.21,35.84,
4/21/2020,273.04,117.74,33.76,34.39,122.41,129.36,78.41,120.84,71.95,42.65,47.6093,34.92,
4/22/2020,279.1,119.17,34.39,35.28,122.03,129.44,79.1,121.57,73.05,43,48.59,35.75,
4/23/2020,279.08,120.34,34.33,35.14,122.11,129.99,79.06,121.5,72.44,43.45,48.64,35.38,
4/24/2020,282.97,122.41,34.7,35.09,122.14,129.9,78.32,122.19,72.75,44.25,49.08,35.76,
4/27/2020,287.05,127.26,35.18,35.75,121.49,128.85,78.64,121.95,75.24,45.35,50.43,36.37,
4/28/2020,285.73,129.11,35.46,35.84,122.02,129.2,78.88,122.37,75.86,45.45,52.3266,36.81,
4/29/2020,293.21,135.46,36.4,36.81,121.96,130.05,80.27,122.22,77,47.6,54.08,37.41,
4/30/2020,290.48,130.31,35.68,36.17,121.67,129.17,80.43,121.31,76.11,46.4,52.6203,36.83,
5/1/2020,282.79,125.14,34.89,34.96,121.71,128.34,78.68,121.01,73.54,44.8,50.1427,35.86,
5/4/2020,283.57,125.68,34.92,35.4,121.73,128.54,78.57,121.13,73.18,44.7,50.494,36.25,
5/5/2020,286.19,126.65,35.01,35.56,121.64,128.37,79.25,121.27,73.54,45,49.83,36.24,
5/6/2020,284.25,125.72,34.8,35.47,121.19,126.93,78.8,120.68,72.22,45.35,49.9436,35.48,
5/7/2020,287.68,127.44,35.33,35.7,121.93,127.27,79,121.44,73.25,46.1,50.8213,35.73,
5/8/2020,292.44,132.36,35.9,36.5,121.53,126.66,79.75,121.4,74.99,46.7,53.15,36.31,
